AttitudeToHomosexuality,HomosexualPeopleYouKnow,HowMuchYouAgreeThatMoreChildreanMoreBlessing,HowMuchYouAgreeThatHavingBoysBetterThanGirls,ReligiousBelief,OnlineShoppingFrequency,SocialMediaUsageFrequency,PaidByTheNation,HasStudiesAbroad,BornProvinceCityCounty,AnnualIncome,Birthyear,Birthmonth,MaritalStatus,ResidenceProvinceCityCounty,FatherEducation,MotherEducation,ArmyEnrollment,PoliticalRole,FatherResidenceType,MotherResidenceType,BornResidenceType,CurrentResidenceType,EducationLevel
3,0,,,9,3,1,,2,440112,12000,1966,,2,440112,,,2,3,1,1,1,3,2
2,0,,,9,,,,2,440112,,1954,,2,440112,1,,2,3,1,1,1,3,2
2,0,,,9,3,1,,2,440112,72000,1962,,2,440112,1,1,2,3,1,1,1,3,3
2,0,,,9,2,1,,2,440112,25000,1989,,2,440112,,,2,3,1,1,1,3,7
3,0,,,9,,,,2,440112,,1983,,2,440112,3,2,2,3,1,1,1,3,3
2,0,,,9,2,1,,2,430423,120000,1984,,2,430423,4,3,1,1,1,1,1,1,3
1,0,,,9,4,4,,,440112,18000,1963,1,2,440112,1,1,2,3,1,1,1,3,1
2,0,,,9,,,,2,440118,,1967,1,2,440112,2,1,2,3,1,1,1,3,2
2,0,,,9,2,1,,2,440981,180000,1975,,2,440981,4,2,2,3,1,1,1,1,3
1,0,,,9,,,,2,440112,,1963,,2,440112,,,2,3,1,1,1,3,3
3,0,,,9,,,,2,440112,,1962,,2,440112,2,1,2,3,1,1,1,3,4
2,0,,,9,,,,2,440112,,1965,,2,440112,2,1,2,3,1,1,1,3,3
1,0,,,9,,,,2,440112,,1963,,2,440112,1,1,2,3,1,1,1,3,3
1,0,,,9,1,1,,2,440112,170000,1985,,2,440112,,,2,3,1,1,3,4,9
1,0,,,9,4,3,,2,511025,36000,1974,,2,511025,1,1,2,3,1,1,1,1,3
2,0,,,9,,,,2,440112,,1969,4,2,440112,2,1,2,3,1,1,1,3,2
4,0,,,9,,,,2,440112,,1981,12,2,440112,2,4,2,3,1,1,1,3,4
2,0,,,9,1,1,,2,440112,10000,1967,7,2,440112,2,2,2,3,1,1,1,3,3
1,0,,,9,2,1,,2,441624,80000,1992,12,1,441624,3,3,2,3,1,1,1,1,3
1,0,,,9,,,,2,440112,,1968,,2,440112,2,1,2,3,1,1,1,3,4
2,0,,,9,,,,,440112,,1954,2,2,440112,1,1,2,3,1,1,1,3,1
1,0,,,9,2,1,,2,450325,75000,1987,2,1,450325,3,3,2,3,1,1,1,1,6
2,0,,,9,,,,2,440112,,1965,,2,440112,3,2,2,3,1,1,1,3,2
2,0,,,9,,,,2,440112,,1958,9,2,440112,1,1,2,3,1,1,1,3,2
1,0,,,9,3,1,,2,430903,75000,1979,12,1,430903,2,2,2,3,1,1,1,1,4
2,1,,,9,1,1,,2,440281,50000,1991,11,1,440281,3,,2,3,1,1,1,1,8
2,0,,,9,4,4,,2,510811,27000,1958,4,2,510811,1,1,2,3,1,1,1,1,2
2,0,,,9,1,1,,2,450803,35000,1980,,2,,3,4,2,3,1,1,1,1,3
1,0,,,9,3,1,2,2,441423,72000,1981,,2,441423,3,,2,3,1,1,1,1,2
1,0,,,9,2,1,,2,450924,48000,1976,,2,450924,2,,2,3,,,1,1,2
2,0,,,3,2,1,,2,450924,24000,1982,,2,450924,2,2,2,3,1,1,1,1,3
4,0,,,9,2,1,,2,450924,42000,1987,,2,450924,3,4,2,3,1,1,1,1,3
2,0,,,9,2,1,,2,440981,50000,1976,,2,440981,1,1,2,3,1,1,1,1,3
2,0,,,9,4,2,,2,440981,23100,1975,,2,440981,2,2,2,3,,,1,1,3
3,0,,,9,3,1,,2,440981,3000,1999,,1,440981,,,2,3,1,1,1,1,4
1,0,,,9,1,1,,2,440513,30000,1989,,2,440513,2,2,2,3,,,1,1,3
1,0,,,9,4,2,,2,441621,21000,1968,,2,441621,2,1,2,3,,,1,1,4
2,0,,,9,,,,2,440306,,1999,,1,440306,,,2,3,1,1,2,2,4
1,0,,,9,2,1,,2,441422,90000,1971,,2,441422,2,1,2,3,1,1,1,2,3
3,0,,,9,,,,2,440309,,2002,5,1,441621,,,2,3,1,1,1,1,3
1,0,,,9,1,1,,2,341221,54000,1981,,6,341221,,,2,3,1,1,1,1,2
1,0,,,3,3,1,,2,445203,75000,1986,,2,445200,2,2,2,3,1,1,1,1,3
2,0,,,3,2,1,,2,445203,60000,1990,,2,445203,2,1,2,3,1,1,1,1,3
2,0,,,3,2,1,,2,445203,36000,1992,4,2,445203,2,2,2,3,1,1,1,1,3
4,5,,,9,1,1,,2,445203,99997,1998,2,1,445203,2,2,2,3,1,1,1,1,4
2,0,,,9,3,1,,2,360424,15000,1977,,2,360424,,,2,3,1,1,1,1,2
1,0,,,9,,,,2,441322,,1981,,2,441322,,,2,3,,1,1,1,3
3,0,,,9,1,1,,2,522301,80000,1989,,1,522301,3,1,2,3,1,1,1,1,7
3,0,,,3,2,1,,2,350524,10000,1986,,1,350524,,,2,3,1,1,1,1,3
2,0,,,9,1,1,,2,350725,60000,1976,,2,350782,2,2,2,3,1,1,1,1,3
1,0,,,9,,,,2,350782,,2003,,1,350782,,,2,3,1,1,1,1,3
1,0,,,9,3,1,,2,440981,120000,1973,,2,440981,2,2,2,3,,,1,1,3
2,0,,,9,3,1,,2,440981,38500,1973,,2,440981,2,1,2,3,,,1,1,3
1,0,,,9,,,,2,440309,,2002,,1,440981,,,2,3,1,1,1,1,7
2,0,,,3,4,1,,2,360430,60600,1965,,2,360430,1,3,2,3,1,1,1,1,3
2,0,,,3,,,,2,360430,,1969,,2,360430,1,2,2,3,1,1,1,1,3
1,0,,,9,3,1,,2,360430,30000,1989,,1,360430,,,2,3,1,1,1,1,3
2,0,,,9,1,1,,2,520403,24000,1983,,2,520403,4,2,2,3,1,1,1,3,9
1,0,,,9,3,1,,2,450924,80000,1968,,2,450924,2,,2,3,,,1,1,3
3,0,,,9,4,2,,2,450422,25200,1975,,2,450924,,1,2,3,1,1,1,1,3
1,0,,,3,3,1,,2,360981,100000,1966,,2,360981,,1,2,3,1,1,1,1,3
3,0,,,9,1,1,,2,360981,70000,1992,,2,360981,,,2,3,1,1,1,1,8
2,0,,,3,2,3,,2,500152,40000,1982,,2,500152,3,3,2,3,1,1,1,1,3
3,0,,,9,,,,2,511529,,1982,,2,511529,3,3,2,3,1,1,1,1,3
1,0,,,9,1,1,,2,450703,54000,1989,1,2,450703,,3,2,3,2,1,2,2,3
2,0,,,9,3,3,,,445281,4000,1971,12,5,445281,3,1,2,3,1,1,1,1,1
3,0,,,9,1,1,,2,445281,36000,2003,10,1,445281,2,,2,3,,1,1,1,3
1,0,,,9,1,1,,2,220602,99999,1985,1,2,220602,,,2,3,1,1,2,2,3
3,0,,,9,1,1,,2,420325,72000,1991,5,1,420804,2,2,2,3,1,1,1,1,6
2,0,,,9,2,1,,2,445224,10000,1974,6,2,445224,2,2,2,3,1,1,1,1,2
2,0,,,9,1,1,,2,441621,44000,1997,7,2,441621,2,2,2,3,1,1,1,1,3
1,0,,,9,1,1,,2,511302,24000,1970,6,6,511302,,1,2,3,,,1,1,2
1,0,,,9,3,1,,2,429006,72000,1977,,6,429006,2,2,2,3,1,1,1,1,4
1,0,,,9,1,1,,2,431102,30000,1971,10,2,431102,2,1,2,3,,,1,1,3
1,0,,,9,2,1,,2,431102,30000,1983,11,2,431102,2,2,2,3,1,1,1,1,3
2,0,,,9,4,4,,2,430525,40000,1963,6,2,430525,1,1,2,3,1,1,1,1,2
1,0,,,9,4,2,,2,440106,0,2003,9,1,430525,,,2,3,1,1,1,1,3
1,0,,,9,4,1,,2,440902,600000,1988,10,2,440902,2,7,2,3,1,1,1,1,3
3,0,,,9,4,1,,2,441424,10000,1956,4,3,441424,1,1,1,3,1,1,1,1,4
2,0,,,9,4,1,,2,450924,35000,1978,5,2,440309,2,2,2,3,1,1,1,3,3
3,0,,,9,,,,2,441403,,1965,,2,441403,3,3,2,3,1,1,1,3,4
1,0,,,9,3,1,1,2,441403,60000,1963,,2,441403,3,,2,3,1,1,1,1,3
3,0,,,3,3,1,,2,441403,55000,1991,,1,440308,,,2,3,1,1,1,3,8
3,0,,,9,2,1,,2,341525,30000,1970,,2,341525,3,1,2,3,1,1,1,1,4
2,0,,,9,3,1,,2,441624,100000,1984,,4,441624,,,2,3,1,1,1,1,8
3,0,,,9,,,,2,441624,,1986,,1,441624,,,2,3,1,1,1,1,8
3,0,,,9,3,1,,2,430302,60000,1967,,3,440308,,,2,3,1,2,2,2,6
2,0,,,9,1,1,2,2,441322,50000,1970,,3,440308,1,2,2,3,2,2,3,4,4
3,4,,,9,,,,2,440308,,1999,,1,440308,4,,2,3,1,1,2,2,6
4,3,,,9,,,,2,440308,,2001,,1,440308,,,2,3,2,2,3,4,4
2,0,,,9,2,1,2,2,441882,80000,1971,,2,440308,,2,2,3,1,1,1,3,3
2,0,,,9,3,1,2,2,510105,80000,1971,,2,440308,2,,2,3,1,1,1,3,5
2,0,,,9,,,,2,440308,,2000,,1,440308,,,2,3,1,1,3,4,4
2,0,,,9,4,2,2,2,320922,108000,1966,,2,320706,2,1,2,3,1,1,1,3,4
3,0,,,9,1,1,,2,320706,42000,1990,,1,440308,,,2,3,2,2,2,2,9
2,0,,,9,,,,2,445224,,1968,,2,440308,9,,2,3,1,1,1,3,4
2,0,,,9,4,2,2,2,445224,20000,1971,,2,440308,5,3,2,3,1,2,2,4,5
2,0,,,9,2,1,,2,360982,150000,1968,,2,360982,,,2,3,1,1,1,1,7
3,0,,,9,,,,2,360982,,1969,,2,360982,,,2,3,1,1,1,1,3
3,0,,,3,,,,2,429006,,1964,,2,429006,2,,2,3,1,1,1,1,2
3,0,,,9,3,2,,2,429006,35000,1990,,1,429006,,,2,3,1,1,1,1,3
2,0,,,9,2,1,,2,429006,60000,1987,,2,429006,,,2,3,1,1,1,1,3
3,0,,,9,3,1,,2,460400,99997,1973,,2,440308,,,2,3,2,2,2,4,4
3,0,,,9,,,,2,440308,,2003,,1,440308,,,2,3,2,2,2,2,3
3,0,,,9,1,1,2,2,440308,48000,1981,,4,440308,,,2,3,1,1,1,3,9
3,0,,,9,4,4,,2,441403,30000,1957,,2,441403,,,2,3,1,1,1,1,3
3,0,,,9,,,,2,440881,,1997,,1,440881,,,2,3,1,1,1,1,9
4,0,,,9,2,1,2,2,440881,48000,1995,,1,440881,,,2,3,1,1,1,1,9
2,0,,,9,2,1,,2,441624,100000,1975,,2,440308,3,,2,1,1,1,1,3,4
2,0,,,9,,,,2,430405,,1984,11,2,430405,,,2,3,2,2,2,2,3
2,0,,,9,2,1,,2,511304,60000,1983,11,2,511304,4,2,2,3,1,1,1,1,8
2,0,,,3,,,,2,430405,,1955,,2,430405,,1,2,3,,2,2,4,2
3,0,,,9,2,1,,2,441403,36000,1971,4,2,440308,7,3,2,1,2,2,2,4,7
3,0,,,9,4,1,,2,440308,34000,1995,3,1,440308,,,2,3,2,2,2,2,8
3,0,,,9,2,1,,2,441624,80000,2000,10,1,441624,,,2,3,1,1,1,1,3
2,0,,,9,3,2,2,2,510524,30000,1968,10,2,445303,1,1,2,3,1,1,1,3,3
2,0,,,9,1,1,,2,441481,80000,1990,8,2,441481,2,3,2,3,1,1,1,1,8
2,0,,,9,4,1,,2,441403,40000,1975,12,2,441403,2,2,2,3,1,1,1,1,2
2,0,,,9,1,1,,2,330783,60000,1975,7,2,441403,2,2,2,3,1,1,1,1,4
2,0,,,9,3,1,,2,451324,200000,1990,12,1,451324,2,3,2,3,1,1,1,1,4
2,0,,,9,1,1,1,2,320104,200000,1974,2,3,440308,,,1,1,2,2,2,4,9
2,0,,,9,,,,2,445200,,2002,10,1,445200,,,2,3,1,1,1,1,5
3,0,,,3,2,1,1,2,440513,99997,1980,,2,440513,8,4,2,3,1,1,1,1,8
2,0,,,9,1,1,,2,430424,99997,1979,4,2,440308,2,2,2,3,1,1,1,3,9
1,0,,,9,1,1,,2,430424,84000,1978,3,2,430424,,,2,3,1,1,1,1,8
2,0,,,9,4,3,,,441581,99999,1967,,2,445224,,1,2,3,1,1,1,1,1
2,0,,,3,,,,2,469027,,1980,7,2,469027,2,2,2,3,1,1,1,1,5
3,0,,,9,,,,2,440882,,1992,10,2,440882,3,2,2,3,1,1,2,2,3
1,0,,,9,4,4,,2,510115,15000,1954,6,2,510115,2,4,2,3,2,1,1,4,2
2,0,,,9,3,2,,2,441403,30000,1986,10,2,441403,4,2,2,3,1,1,1,1,3
1,0,,,3,3,2,,2,440402,20000,1976,,2,440402,3,2,2,3,1,1,1,2,3
3,0,,,9,4,1,,2,440404,85000,1976,,2,440404,2,2,2,1,1,1,2,4,8
4,0,,,9,,,,2,440404,,2003,,1,440404,,,2,3,2,2,2,4,3
2,0,,,9,,,,2,440983,,1962,,2,440404,2,1,2,3,1,1,1,3,2
3,0,,,9,1,1,,2,440404,70000,1987,,1,440404,,,2,3,1,1,1,3,9
1,0,,,9,,,,2,440404,,1955,,2,440404,1,1,2,3,1,1,1,3,3
3,0,,,9,1,1,,2,440515,250000,1988,,1,440515,,,2,3,1,1,1,1,8
1,0,,,9,4,4,,2,440983,30000,1961,12,2,440404,2,1,2,3,1,1,1,4,2
3,0,,,9,,,,2,440983,,1961,1,2,440404,3,1,2,3,1,1,1,1,2
3,0,,,3,1,1,,2,440983,85000,1984,,2,440983,,,2,3,1,1,2,2,4
1,0,,,9,1,1,2,2,440983,42000,1983,,2,440983,3,3,2,3,2,2,2,2,3
2,0,,,9,4,3,2,2,440983,28800,1968,,2,440404,,1,2,3,1,1,1,3,2
2,0,,,9,,,,2,440983,,1956,,2,440404,3,2,2,3,1,1,1,3,4
2,0,,,9,4,3,,2,440983,60000,1956,,2,440404,4,1,2,3,1,1,1,3,2
3,0,,,9,4,2,2,2,440983,40000,1970,10,2,440404,3,2,2,3,1,1,1,3,4
1,0,,,9,3,1,,2,440881,32940,1971,10,2,440404,,1,2,3,1,1,1,4,3
3,0,,,9,1,1,,2,440404,30000,1996,,1,440404,,,2,3,1,1,1,3,8
1,0,,,9,,,,2,440404,,2002,10,1,440404,,,2,3,2,1,2,2,3
3,0,,,9,3,1,,2,440404,50000,1991,,1,440404,,,2,3,2,2,2,2,7
2,0,,,9,,,,2,440881,,1955,,2,440404,3,1,2,3,1,1,1,3,2
3,0,,,3,2,1,,2,440881,60000,1984,,2,440404,,,2,3,1,1,1,2,8
1,0,,,9,2,4,,2,450721,22500,1967,,2,440404,2,3,2,3,1,1,1,4,2
2,0,,,9,4,1,,2,450721,10000,1968,,2,440404,2,1,2,3,1,1,1,3,3
1,0,,,9,,,,2,440983,,1956,6,2,440404,4,2,2,3,1,1,1,3,2
1,0,,,9,,,,2,440983,,1960,10,2,440404,2,2,2,3,1,1,1,4,2
3,0,,,9,2,1,,2,440982,99999,1994,,2,440404,4,2,2,3,1,1,1,3,6
1,0,,,9,1,1,,2,440983,65000,1986,9,2,440404,,,2,3,2,2,3,4,8
2,0,,,9,1,2,,2,431102,30000,1988,2,2,431102,2,3,2,3,1,1,1,1,7
3,0,,,9,3,1,,2,440404,25000,1993,2,1,440404,,,2,3,2,2,2,4,8
2,0,,,9,4,1,,2,440983,36000,1957,,2,440983,2,1,2,3,1,1,1,1,4
1,0,,,9,,,,2,440983,,1960,,2,440983,1,1,2,3,1,1,1,1,2
1,0,,,9,3,2,,2,440404,27500,1983,,2,440404,4,3,2,3,2,2,2,2,5
3,0,,,9,4,4,,2,441704,27600,1962,7,2,440404,2,,2,3,1,1,1,3,3
2,0,,,9,4,4,,2,441704,24000,1962,8,2,440404,2,1,2,3,1,1,1,3,3
1,0,,,9,4,1,,2,440983,72000,1960,3,2,440404,2,1,2,3,1,1,1,3,4
2,0,,,9,,,,2,440983,,1962,3,2,440404,2,1,2,3,1,1,1,3,3
3,0,,,9,1,1,,2,440404,60000,1986,10,2,440402,2,1,2,3,2,2,2,2,4
3,0,,,9,1,1,,2,440404,8000,1986,8,2,440404,2,2,2,3,1,1,2,2,3
1,0,,,9,4,3,,2,0,0,1963,2,2,440404,3,1,2,3,1,1,1,2,3
1,0,,,9,2,3,,2,450223,30000,1968,4,2,440404,1,1,2,3,1,1,1,3,5
2,0,,,9,2,1,,2,440404,23000,1968,1,2,440404,2,,2,3,1,1,1,2,3
3,2,,,9,,,,2,440404,,2000,2,1,440404,,,2,3,1,1,2,2,5
2,0,,,9,1,1,,2,510521,9000,1981,8,2,440404,2,1,2,3,1,1,1,3,4
3,0,,,9,2,1,,2,440404,50000,1986,8,2,440404,,,2,3,1,1,3,4,9
1,0,,,9,,,,,0,,1956,4,2,440404,1,1,2,3,,,3,4,1
1,0,,,9,2,1,,2,445381,27600,1988,2,2,445381,3,2,2,3,1,1,1,1,3
2,0,,,9,2,1,,2,440404,46320,1987,1,2,440404,,,2,3,1,1,2,2,3
2,0,,,9,,,,,440983,,1955,7,2,440404,2,1,2,3,1,1,1,3,1
1,0,,,9,1,1,,2,440404,36000,1990,11,2,440404,3,3,2,3,2,2,2,2,9
2,0,,,9,,,,2,440983,,1956,12,2,440404,2,1,2,3,1,1,1,3,3
3,0,,,9,,,,2,440983,,1955,6,2,440404,,1,2,3,1,1,1,3,3
3,0,,,9,2,1,,2,440983,108000,1982,1,2,440404,,,2,3,1,1,1,3,8
1,0,,,9,1,1,2,2,420222,0,1985,11,2,440404,3,2,2,3,1,1,1,3,4
2,0,,,9,2,1,,2,441622,24000,1990,4,2,441622,,,2,3,1,1,1,1,3
2,0,,,9,,,,2,450000,,1956,6,2,440404,1,1,2,3,1,1,1,3,2
3,0,,,9,3,1,,2,450921,48000,1980,9,2,440404,,,2,3,1,1,1,2,7
2,0,,,9,2,1,,2,421182,40000,1985,,2,440404,3,4,2,3,1,1,1,2,7
3,0,,,9,1,1,,2,440404,60000,1986,2,2,440404,,,2,3,1,1,2,4,9
2,0,,,9,,,,2,440983,,1965,2,2,440404,1,1,2,3,1,1,1,3,3
4,0,,,9,2,1,,2,610423,40000,1990,1,2,610423,4,4,1,3,1,1,1,1,8
2,0,,,9,1,1,,2,440404,80000,1991,5,1,440404,,,2,3,2,2,2,2,8
3,0,,,9,2,1,,2,440404,60000,1993,5,1,440404,,,2,3,1,1,2,2,7
3,0,,,9,2,1,2,2,440404,24500,1997,9,1,440404,,,2,3,2,2,2,2,6
2,0,,,9,2,1,,2,440983,60000,1996,4,1,440404,,,2,1,1,1,1,1,6
1,0,,,5,,,,2,440881,,1957,12,2,440404,7,2,2,3,1,1,1,3,4
1,0,,,9,,,,2,450923,,1961,11,2,440404,3,3,2,3,1,1,1,3,4
3,0,,,9,2,1,2,2,440881,54000,1985,2,2,440404,,,2,3,1,1,1,3,5
3,0,,,9,1,1,,2,440881,550000,1987,1,1,440404,,,2,3,1,1,1,3,7
1,0,,,9,1,1,,2,440881,0,1985,,2,440404,3,2,2,3,1,1,1,1,3
1,0,,,9,1,1,2,2,440883,80000,1989,1,2,440883,,,2,3,1,1,1,1,4
3,0,,,9,,,,2,440983,,1954,3,2,440404,2,1,2,3,1,1,1,2,2
3,0,,,9,2,1,,2,440404,53000,1989,6,2,440404,,,2,3,1,1,1,3,7
4,0,,,9,1,1,,2,442000,15000,1991,3,2,442000,4,8,2,3,1,1,2,4,7
3,0,,,9,1,1,2,2,440404,35000,1986,8,2,440404,,,2,1,2,2,2,4,8
2,0,,,9,4,1,,2,440404,25000,1986,9,1,440404,,,2,3,1,1,3,3,7
1,0,,,3,,,,2,431028,,1978,,2,431028,3,2,2,3,1,1,1,1,3
3,0,,,9,2,1,1,2,440222,130000,1989,3,2,440402,3,2,2,3,2,1,2,4,9
1,0,,,9,,,,2,460400,,1965,,2,440981,3,1,2,1,1,1,2,2,3
1,0,,,9,1,1,,2,431000,85000,1962,,2,440404,,1,2,1,1,1,1,3,4
3,0,,,9,,,,2,441423,,1984,,2,440404,,,2,3,1,1,1,2,9
3,0,,,9,,,,2,,,1960,,2,,1,1,2,3,1,1,1,1,3
2,0,,,3,,,,2,431028,,1969,,2,440404,3,3,2,3,1,1,1,3,3
3,0,,,9,3,1,,2,431028,1000000,1967,,2,431028,2,2,2,3,,,1,1,3
3,0,,,9,,,,2,441900,,2001,,1,431028,,,2,3,1,1,1,1,4
2,0,,,9,3,1,,2,,3000000,1991,4,2,440404,4,2,2,3,2,2,2,4,8
3,0,,,9,,,,2,445202,,1992,8,2,445202,3,3,2,3,2,2,2,2,8
2,0,,,9,1,1,,2,440404,45000,1981,3,2,440404,2,,2,3,1,1,2,2,8
3,0,,,9,1,1,,2,420625,180000,1983,1,2,420625,3,1,2,3,1,1,1,1,4
3,0,,,9,2,1,,2,441481,75000,1992,,1,440404,3,,2,1,1,1,1,2,9
1,0,,,9,1,1,2,2,441481,120000,1988,,2,440404,3,,2,3,1,1,1,2,9
3,0,,,9,,,,2,,,1966,,5,,2,3,2,3,2,1,1,3,3
2,0,,,9,1,1,,2,430903,40000,1990,,2,430903,3,3,2,1,1,1,1,1,8
2,0,,,9,3,2,2,2,440404,30000,1970,,2,440404,3,1,2,3,,,1,2,3
2,0,,,9,3,1,2,2,,30000,1968,,2,440404,2,2,2,3,1,1,2,2,4
2,0,,,9,4,1,2,2,430422,40000,1968,,2,440404,2,1,2,3,1,1,1,4,4
3,0,,,9,1,1,,2,440883,50000,1990,9,2,440404,3,2,2,3,1,1,1,3,8
1,0,,,9,1,1,,2,430406,120000,1971,,2,430406,8,7,2,3,,,2,2,8
3,0,,,9,1,1,,2,360302,110000,1987,4,2,440404,,,2,3,1,1,1,3,8
2,0,,,9,1,1,,2,440982,120000,1992,4,2,440404,4,2,2,3,1,1,1,4,8
3,0,,,9,3,1,,2,,20000,1985,,2,,,,2,3,1,1,3,3,4
2,0,,,9,,,,2,440705,,1954,,4,440404,2,2,2,3,1,1,1,2,2
3,0,,,9,3,1,2,2,,24000,1978,10,2,,3,,2,3,2,2,2,2,4
3,0,,,9,1,1,,2,440404,50000,1988,3,2,440404,3,2,2,3,1,1,2,2,9
2,0,,,9,3,1,,2,,90000,1988,6,2,,4,,2,3,2,2,2,2,9
3,0,,,9,2,1,,2,,50000,1993,1,1,,4,,2,3,2,2,2,2,9
2,0,,,9,,,,2,440400,,1965,6,2,440400,3,2,2,3,1,1,1,3,2
2,0,,,9,2,1,,2,511700,80000,1977,,2,511700,2,1,2,3,1,1,1,1,9
3,0,,,9,2,1,,2,440404,30000,1980,,2,440404,2,2,2,3,1,1,2,2,3
2,0,,,9,3,1,,2,430981,50000,1969,,2,440404,2,2,2,3,1,1,1,3,9
3,0,,,9,3,1,,2,,99999,1969,,2,,2,2,2,3,2,2,2,4,9
2,0,,,9,3,1,,2,420822,99998,1997,,1,440404,,,2,3,1,1,2,2,8
2,0,,,9,4,2,2,2,,13000,1969,,2,440404,4,,2,1,2,2,2,4,9
1,0,,,3,1,1,2,2,440403,30000,1971,,2,440404,2,2,2,3,1,1,1,3,4
2,0,,,9,,,,2,,,1997,,1,,,,2,3,,,2,4,9
3,0,,,3,,,,2,330781,,1975,11,2,330781,3,2,2,3,1,1,1,1,5
3,0,,,3,,,,2,,,1968,9,2,,,2,2,3,1,1,1,3,4
3,0,,,9,1,1,,2,441781,120000,1988,6,2,440404,,,2,3,1,1,1,3,9
3,0,,,9,1,1,,2,442000,60000,1986,5,2,442000,4,2,2,3,1,1,1,1,8
2,0,,,9,2,1,,2,441781,30000,1965,11,2,440404,2,1,2,3,1,1,1,4,3
2,0,,,9,,,,2,441781,,1963,8,2,440404,,1,2,3,1,1,1,3,2
3,2,,,9,2,1,,2,440404,0,1996,,1,440404,,,2,3,1,1,3,3,9
2,0,,,2,1,1,1,2,,150000,1973,10,2,,2,3,2,1,2,2,2,2,9
3,0,,,9,2,1,,2,411524,150000,1981,11,2,411524,1,,2,3,1,1,1,1,8
2,0,,,9,,,,2,321302,,1981,4,2,411524,3,2,2,3,1,1,1,1,3
3,0,,,9,1,1,1,2,441403,200000,1980,9,2,440404,,,2,3,1,1,1,3,9
3,0,,,9,,,,2,440705,,1975,11,2,440404,,1,1,1,,,1,3,8
3,0,,,9,,,,2,440705,,1957,6,2,440404,2,1,2,3,1,1,1,1,2
3,0,,,9,,,,2,440882,,1990,10,2,440882,2,,2,3,1,1,1,1,3
2,0,,,9,2,1,,2,,700000,1980,1,2,,2,2,2,3,1,1,1,3,9
3,0,,,3,3,1,,2,,300000,1985,2,2,440404,,,2,3,1,1,1,2,8
3,0,,,9,2,1,,2,,60000,1982,5,2,,2,2,2,3,1,1,1,3,4
2,0,,,9,1,1,2,2,411722,130000,1985,4,2,440404,,,2,1,1,1,2,2,9
2,0,,,9,1,1,,2,420527,0,1988,1,2,420527,,,2,3,2,2,2,2,9
3,0,,,9,,,,2,411722,,1957,5,2,411722,2,1,2,3,,,1,2,9
3,0,,,9,3,3,,2,411728,36000,1956,7,2,411728,1,1,2,3,1,1,1,1,4
3,0,,,9,2,2,2,2,440402,99999,1957,1,2,440404,1,2,2,3,1,1,1,3,2
2,0,,,9,,,,2,440404,,1962,12,2,440404,1,2,2,3,1,1,1,3,3
3,0,4,4,9,2,1,,2,510922,120000,1990,5,2,510922,,,2,3,1,1,1,2,8
3,0,4,4,9,2,1,,2,510922,15000,1992,2,2,510922,3,3,2,3,1,1,1,1,7
1,0,1,4,9,2,1,,2,431224,50000,1972,9,2,431224,2,2,2,3,1,1,1,1,4
2,0,3,3,9,4,2,,2,520627,20000,1980,1,2,520627,,1,2,3,1,1,1,1,3
1,0,2,4,9,4,1,,2,520627,20000,1981,11,2,520627,2,1,2,3,1,1,1,1,2
3,0,5,4,9,1,1,,2,430581,180000,1976,7,2,440404,4,3,2,1,1,2,2,4,8
2,0,3,2,9,,,,2,445224,,1957,5,2,445224,,1,1,1,,,1,1,8
3,0,4,4,9,4,2,,2,511602,30000,1964,11,5,511602,1,1,2,3,1,1,1,1,3
2,0,4,5,9,4,1,,2,441625,50000,1964,8,2,441625,2,1,2,3,1,1,1,1,4
2,0,3,4,9,3,2,,2,450902,10000,1996,10,2,450902,3,2,2,3,1,1,1,1,3
3,0,3,4,9,3,1,,2,,36000,1998,4,2,,3,3,2,3,1,1,1,3,3
3,0,4,4,9,3,1,,2,,36000,1988,1,2,,4,,2,3,1,1,1,1,3
4,0,3,4,3,1,1,,2,411328,35000,1985,7,2,411727,2,3,2,3,1,1,1,1,3
3,0,5,4,9,2,1,,2,450421,50000,1989,1,2,450226,,3,2,3,1,1,1,1,3
2,0,5,5,9,1,1,,2,430922,50000,1981,12,2,430922,4,3,2,3,1,1,1,1,4
1,0,3,3,9,2,1,,2,410185,50000,1981,6,2,410185,,,2,3,1,1,1,1,7
2,0,4,4,9,2,1,,2,610722,50000,1966,8,2,610722,2,2,2,3,,,1,1,3
2,0,2,4,9,2,2,,2,440825,20000,1967,10,2,440825,3,4,2,3,2,2,2,4,2
2,0,2,3,9,1,1,,2,440825,30000,1976,4,2,440825,2,2,2,3,1,1,1,1,3
2,0,4,5,9,,,,2,440825,,2002,6,1,440825,,,2,3,1,1,1,1,3
1,0,3,5,9,,,,2,440825,,2003,8,1,440825,,,2,3,2,2,3,4,3
2,0,3,3,9,4,3,,2,441224,30000,1976,10,5,440404,4,1,2,3,1,1,1,3,3
4,0,4,4,9,,,,2,440404,,2002,11,1,440404,,,2,3,1,1,2,4,3
1,0,1,4,9,4,2,,2,450923,25000,1981,11,2,450923,,,2,3,1,1,1,1,3
3,0,4,5,3,2,2,,2,440103,30000,1980,10,2,440103,2,2,2,3,2,2,2,2,3
2,0,4,4,9,2,1,,2,441423,80000,1973,12,2,440404,2,2,2,3,1,1,1,3,4
3,0,2,4,9,2,1,2,2,440404,80000,1994,8,1,440404,,,2,1,1,1,1,3,9
